Source,Target,Weight
ts-food-map-service,ts-station-service,8
ts-food-map-service,ts-order-other-service,8
ts-food-map-service,ts-consign-service,9
ts-food-map-service,ts-user-service,5
ts-food-map-service,ts-execute-service,9
ts-food-map-service,ts-contacts-service,9
ts-food-map-service,ts-travel-service,7
ts-food-map-service,ts-config-service,9
ts-route-plan-service,ts-route-service,9
ts-route-plan-service,ts-station-service,8
ts-route-plan-service,ts-order-other-service,8
ts-route-plan-service,ts-consign-service,8
ts-route-plan-service,ts-user-service,5
ts-route-plan-service,ts-execute-service,9
ts-route-plan-service,ts-contacts-service,8
ts-route-plan-service,ts-travel-service,7
ts-route-plan-service,ts-config-service,8
ts-route-service,ts-station-service,8
ts-route-service,ts-order-other-service,8
ts-route-service,ts-consign-service,8
ts-route-service,ts-user-service,5
ts-route-service,ts-execute-service,9
ts-route-service,ts-contacts-service,8
ts-route-service,ts-travel-service,7
ts-route-service,ts-config-service,8
ts-station-service,ts-order-other-service,9
ts-station-service,ts-consign-service,9
ts-station-service,ts-user-service,6
ts-station-service,ts-execute-service,8
ts-station-service,ts-contacts-service,8
ts-station-service,ts-travel-service,8
ts-station-service,ts-config-service,8
ts-order-other-service,ts-consign-service,9
ts-order-other-service,ts-user-service,6
ts-order-other-service,ts-execute-service,8
ts-order-other-service,ts-contacts-service,8
ts-order-other-service,ts-travel-service,8
ts-order-other-service,ts-config-service,8
ts-consign-service,ts-user-service,6
ts-consign-service,ts-execute-service,9
ts-consign-service,ts-contacts-service,9
ts-consign-service,ts-travel-service,7
ts-consign-service,ts-config-service,9
ts-user-service,ts-execute-service,5
ts-user-service,ts-contacts-service,5
ts-user-service,ts-travel-service,5
ts-user-service,ts-config-service,5
ts-execute-service,ts-contacts-service,9
ts-execute-service,ts-travel-service,7
ts-execute-service,ts-config-service,9
ts-contacts-service,ts-travel-service,7
ts-contacts-service,ts-config-service,9
ts-travel-service,ts-config-service,7
